ID,mag_name,link_to_assembly,AB_batch,eha_number,GTDB_version,GTDB_release,domain,phylum,class,order,family,genus,species,fastani_ani,closest_placement_ani,closest_placement_af,completeness,contamination,size,GC,N50,coding_density,contigs,number_genes,number_unannotated_genes,DM_batch,host_species,host_order,host_class,locality,country,MAG_url,anno_url,kegg_url,annotated,taxonomy_level,assembly_type,sample_type,gbk_url,kegg_hits,Capture ID,percent_unannotated_genes,percent_unannotated_kegg,dereplicated,metagenomic source,completeness software,binning software,assembly quality,binning parameters,taxonomic identity marker, isolation_source, assembly software,Submission
EHM031358,EHA01916_bin.8.fa,EHA01916,ABB0247,EHA01916,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.17,97.17,0.89,98.68,0.12,2052916,41.00%,48298,0.86,88,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01916_bin.8.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031358_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031358_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031358.gbk.gz,,SD0314901,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031393,EHA01921_bin.7.fa,EHA01921,ABB0247,EHA01921,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.21,97.21,0.85,100.00,0.03,1778205,41.00%,51232,0.87,51,1661,258,"DMB0024,DMB0032,DMB0114,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01921_bin.7.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031393_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031393_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031393.gbk.gz,1029,SD0314801,15.5,38.0,"DMB0024,DMB0032,DMB0114,DMB0182",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031419,EHA01923_bin.8.fa,EHA01923,ABB0247,EHA01923,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.16,97.16,0.89,100.00,1.50,2280742,41.00%,43003,0.87,142,,,"DMB0024,DMB0032,DMB0182",Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01923_bin.8.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031419_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031419_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031419.gbk.gz,,SD0316201,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS002
EHM031531,EHA01929_bin.146.fa,EHA01929,ABB0248,EHA01929,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.22,97.22,0.85,98.43,1.03,1952091,41.00%,43480,0.87,84,,,DMB0032,Canis familiaris,Carnivora,Mammalia,Daneborg,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0248/EHA01929_bin.146.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031531_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031531_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031531.gbk.gz,,"SD0312801, SD0313301, SD0310901, SD0310301, SD0312501, SD0310701, SD0314301, SD0312001, SD0311601, SD0313401, SD0310401, SD0312301, SD0310801, SD0314501, SD0310501, SD0312601, SD0311901, SD0313901, SD0312101, SD0312201, SD0310201, SD0313001, SD0312901, SD0311101, SD0311201, SD0314101, SD0310601, SD0313601, SD0313101",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM031668,EHA01958_bin.122.fa,EHA01958,ABB0249,EHA01958,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.04,97.04,0.84,97.09,2.09,1976866,41.00%,23946,0.86,139,,,DMB0032,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormii,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0249/EHA01958_bin.122.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031668_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031668_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031668.gbk.gz,,"SD0315101, SD0314701, SD0317301, SD0316401, SD0317601, SD0315301, SD0323101, SD0316801, SD0317101, SD0316901, SD0317401, SD0317001, SD0316001, SD0314601, SD0315001, SD0317201, SD0314901, SD0317801, SD0322901, SD0322801, SD0323001, SD0314801, SD0315901, SD0316201, SD0316101, SD0317701, SD0316301, SD0317501, SD0315201",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM083807,EHA05610_bin.22.fa,EHA05610,ABB0626,EHA05610,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.05,97.05,0.75,80.30,1.45,1654017,41.00%,16245,0.87,177,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0626/EHA05610_bin.22.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529001, SD0529002, SD0529003, SD0529004, SD0529005",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM083937,EHA05620_bin.31.fa,EHA05620,ABB0628,EHA05620,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.65,96.65,0.74,70.04,0.08,1317734,41.00%,20700,0.87,122,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0628/EHA05620_bin.31.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529201, SD0529202, SD0529203, SD0529204, SD0529205",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084049,EHA05615_bin.25.fa,EHA05615,ABB0627,EHA05615,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.82,96.82,0.81,90.30,1.38,1983167,41.00%,20433,0.86,204,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0627/EHA05615_bin.25.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529101, SD0529102, SD0529103, SD0529104, SD0529105",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084158,EHA05667_bin.34.fa,EHA05667,ABB0638,EHA05667,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.15,97.15,0.89,99.75,0.13,2072374,41.00%,52196,0.86,72,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0638/EHA05667_bin.34.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0530301, SD0530302, SD0530303",,,DMB0181,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084272,EHA05632_bin.76.fa,EHA05632,ABB0630,EHA05632,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.96,96.96,0.76,78.11,0.65,1600869,41.00%,20002,0.86,135,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0630/EHA05632_bin.76.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529501, SD0529502, SD0529503, SD0529504, SD0529505",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084288,EHA05670_bin.17.fa,EHA05670,ABB0639,EHA05670,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.06,97.06,0.87,98.21,1.17,2002216,41.00%,36911,0.86,94,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0639/EHA05670_bin.17.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0530401, SD0530402, SD0530403",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084473,EHA05646_bin.90.fa,EHA05646,ABB0633,EHA05646,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.90,96.90,0.76,82.88,0.18,1869382,41.00%,18925,0.87,182,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0633/EHA05646_bin.90.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529801, SD0529802, SD0529803, SD0529804, SD0529805",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084528,EHA05659_bin.80.fa,EHA05659,ABB0636,EHA05659,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.94,96.94,0.78,87.22,0.57,1900232,41.00%,15577,0.86,224,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0636/EHA05659_bin.80.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0530101, SD0530102, SD0530103, SD0530104",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084679,EHA05663_bin.71.fa,EHA05663,ABB0637,EHA05663,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.89,96.89,0.76,80.64,1.23,1725771,41.00%,19798,0.87,160,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0637/EHA05663_bin.71.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0530201, SD0530202, SD0530203, SD0530204",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084688,EHA05651_bin.70.fa,EHA05651,ABB0634,EHA05651,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.81,96.81,0.78,74.41,0.09,1444051,41.00%,17911,0.87,130,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0634/EHA05651_bin.70.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529901, SD0529902, SD0529903, SD0529904",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084727,EHA05641_bin.12.fa,EHA05641,ABB0632,EHA05641,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.80,96.80,0.80,89.94,2.81,2026058,41.00%,17730,0.87,214,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0632/EHA05641_bin.12.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529701, SD0529702, SD0529703, SD0529704, SD0529705",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084819,EHA05655_bin.104.fa,EHA05655,ABB0635,EHA05655,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.06,97.06,0.77,80.96,0.12,1570455,41.00%,18735,0.87,165,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0635/EHA05655_bin.104.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0530001, SD0530002, SD0530003, SD0530004",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM084993,EHA05637_bin.71.fa,EHA05637,ABB0631,EHA05637,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,97.05,97.05,0.79,79.14,0.27,1456463,41.00%,21054,0.87,117,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0631/EHA05637_bin.71.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529601, SD0529602, SD0529603, SD0529604",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM085137,EHA05625_bin.89.fa,EHA05625,ABB0629,EHA05625,2.3.0,,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900552855,96.73,96.73,0.77,79.65,1.98,1879641,41.00%,17931,0.87,203,,,DMB0181,Canis familiaris,Carnivora,Mammalia,Ittoqqortoormiit,Greenland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0629/EHA05625_bin.89.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0529301, SD0529302, SD0529303, SD0529304, SD0529305, SD0529306, SD0529307",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM012128,EHA00440_bin.16.fa,EHA00440,ABB0111,EHA00440,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp905212365,97.18,97.18,0.86,97.78,1.00,2012760,50.70%,27492,,147,,,"DMB0006,DMB0025",Sciurus vulgaris,Rodentia,Mammalia,Gaia,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0111/EHA00440_bin.16.fa.gz,,,false,Species,Individual,Faecal,,,SD0188001,,,"DMB0006,DMB0025",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM012193,EHA00445_bin.13.fa,EHA00445,ABB0111,EHA00445,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp905212365,97.07,97.07,0.85,97.50,0.30,1965047,50.60%,21187,,137,,,"DMB0006,DMB0025",Sciurus vulgaris,Rodentia,Mammalia,"Brownsea, Dorset",United Kingdom,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0111/EHA00445_bin.13.fa.gz,,,false,Species,Individual,Faecal,,,SD0216101,,,"DMB0006,DMB0025",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM012239,EHA00449_bin.8.fa,EHA00449,ABB0111,EHA00449,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp905212365,96.73,96.73,0.92,76.76,1.59,1563971,50.80%,4234,,419,,,"DMB0006,DMB0025",Sciurus vulgaris,Rodentia,Mammalia,"Brownsea, Dorset",United Kingdom,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0111/EHA00449_bin.8.fa.gz,,,false,Species,Individual,Faecal,,,SD0215301,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM012241,EHA00450_bin.1.fa,EHA00450,ABB0111,EHA00450,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp905212365,95.87,95.87,0.84,97.28,1.35,2066682,50.10%,20102,,167,,,"DMB0006,DMB0025",Sciurus vulgaris,Rodentia,Mammalia,"Ballina, Co.Mayo",Ireland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0111/EHA00450_bin.1.fa.gz,,,false,Species,Individual,Faecal,,,SD0184601,,,"DMB0006,DMB0025",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM012308,EHA00452_bin.25.fa,EHA00452,ABB0111,EHA00452,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp905212365,95.94,95.94,0.94,73.72,4.63,1388581,51.30%,3074,,463,,,"DMB0006,DMB0025",Sciurus vulgaris,Rodentia,Mammalia,"Ballina, Co.Mayo",Ireland,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0111/EHA00452_bin.25.fa.gz,,,false,Species,Individual,Anal/cloacal swab,,,SD0183901,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM012383,EHA00459_bin.16.fa,EHA00459,ABB0111,EHA00459,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp905212365,97.14,97.14,0.99,66.74,2.49,1098479,52.10%,2893,,402,,,"DMB0006,DMB0025",Sciurus vulgaris,Rodentia,Mammalia,"Brownsea, Dorset",United Kingdom,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0111/EHA00459_bin.16.fa.gz,,,false,Species,Individual,Faecal,,,SD0215601,,,"DMB0006,DMB0025",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM012652,EHA00398_bin.7.fa,EHA00398,ABB0112,EHA00398,2.3.0,R214,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp905212365,95.69,95.69,0.93,76.61,2.05,1594655,51.10%,4734,,386,,,"DMB0009,DMB0026",Sciurus carolinensis,Rodentia,Mammalia,"Piedmont, Piobesi",Italy,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0112/EHA00398_bin.7.fa.gz,,,false,Species,Individual,Faecal,,,SD0034301,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS012
